Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Lead Time,Lead Time Binned,Cluster
719,CA-2015-104472,2015-06-02,2015-06-07,3,CK-12325,Christine Kargatis,2,United States,Orem,Utah,84057.0,3,OFF-BI-10001658,1,3,GBC Standard Therm-A-Bind Covers,0.11883590299992393,0.7142857142857142,1,0
720,CA-2015-104472,2015-06-02,2015-06-07,3,CK-12325,Christine Kargatis,2,United States,Orem,Utah,84057.0,3,FUR-FU-10000246,0,9,Aluminum Document Frame,0.14588446309248798,0.7142857142857142,1,0
721,CA-2017-112942,2017-02-13,2017-02-18,3,RD-19810,Ross DeVincentis,2,United States,Los Angeles,California,90045.0,3,OFF-PA-10004092,1,12,Tops Green Bar Computer Printout Paper,0.29301806039884215,0.7142857142857142,1,0
723,CA-2017-142335,2017-12-15,2017-12-19,3,MP-17965,Michael Paige,1,United States,Detroit,Michigan,48205.0,0,OFF-ST-10000036,1,14,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",0.5923898900201383,0.5714285714285714,0,2
724,CA-2015-117429,2015-10-07,2015-10-13,3,MR-17545,Mathew Reese,2,United States,Philadelphia,Pennsylvania,19140.0,1,FUR-FU-10000222,0,9,"Seth Thomas 16"" Steel Case Clock",0.2591873421066328,0.8571428571428571,1,2
725,CA-2017-114713,2017-07-07,2017-07-12,3,SC-20695,Steve Chapman,1,United States,Hialeah,Florida,33012.0,2,OFF-SU-10004664,1,15,Acme Softgrip Scissors,0.09036204874025616,0.7142857142857142,1,0
726,CA-2018-144113,2018-09-16,2018-09-20,3,JF-15355,Jay Fein,0,United States,Austin,Texas,78745.0,0,OFF-EN-10001141,1,7,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",0.03427912544590489,0.5714285714285714,0,2
727,CA-2018-144113,2018-09-16,2018-09-20,3,JF-15355,Jay Fein,0,United States,Austin,Texas,78745.0,0,TEC-PH-10002170,2,13,ClearSounds CSC500 Amplified Spirit Phone Corded phone,0.11119696684589607,0.5714285714285714,0,2
728,US-2017-150861,2017-12-03,2017-12-06,0,EG-13900,Emily Grady,0,United States,Oceanside,New York,11572.0,1,OFF-PA-10001954,1,12,Xerox 1964,0.3648833140491567,0.42857142857142855,0,1
729,US-2017-150861,2017-12-03,2017-12-06,0,EG-13900,Emily Grady,0,United States,Oceanside,New York,11572.0,1,FUR-TA-10002228,0,16,"Bevis Traditional Conference Table Top, Plinth Base",0.7999023112986592,0.42857142857142855,0,1
730,US-2017-150861,2017-12-03,2017-12-06,0,EG-13900,Emily Grady,0,United States,Oceanside,New York,11572.0,1,OFF-ST-10004634,1,14,"Personal Folder Holder, Ebony",0.06643232054705674,0.42857142857142855,0,1
732,US-2017-150861,2017-12-03,2017-12-06,0,EG-13900,Emily Grady,0,United States,Oceanside,New York,11572.0,1,OFF-LA-10001317,1,10,Avery 520,0.011722644160898096,0.42857142857142855,0,1
733,CA-2018-131954,2018-01-21,2018-01-25,3,DS-13030,Darrin Sayre,2,United States,Seattle,Washington,98115.0,3,OFF-ST-10000736,1,14,Carina Double Wide Media Storage Towers in Natural & Black,0.48543277295784576,0.5714285714285714,0,0
734,CA-2018-131954,2018-01-21,2018-01-25,3,DS-13030,Darrin Sayre,2,United States,Seattle,Washington,98115.0,3,TEC-AC-10003610,2,0,Logitech Illuminated - Keyboard,0.35937831551048355,0.5714285714285714,0,0
735,CA-2018-131954,2018-01-21,2018-01-25,3,DS-13030,Darrin Sayre,2,United States,Seattle,Washington,98115.0,3,OFF-BI-10003982,1,3,Wilson Jones Century Plastic Molded Ring Binders,0.19868440544013966,0.5714285714285714,0,0
736,CA-2018-131954,2018-01-21,2018-01-25,3,DS-13030,Darrin Sayre,2,United States,Seattle,Washington,98115.0,3,OFF-BI-10003291,1,3,Wilson Jones Leather-Like Binders with DublLock Round Rings,0.05503397084552775,0.5714285714285714,0,0
737,CA-2018-131954,2018-01-21,2018-01-25,3,DS-13030,Darrin Sayre,2,United States,Seattle,Washington,98115.0,3,FUR-BO-10001619,0,4,O'Sullivan Cherrywood Estates Traditional Bookcase,0.16922565689646202,0.5714285714285714,0,0
738,CA-2018-131954,2018-01-21,2018-01-25,3,DS-13030,Darrin Sayre,2,United States,Seattle,Washington,98115.0,3,OFF-BI-10000138,1,3,Acco Translucent Poly Ring Binders,0.036585219379196315,0.5714285714285714,0,0
739,CA-2015-132500,2015-09-08,2015-09-12,3,GZ-14470,Gary Zandusky,0,United States,San Francisco,California,94110.0,3,TEC-AC-10001383,2,0,Logitech Wireless Touch Keyboard K400,0.09916203913153143,0.5714285714285714,0,0
740,CA-2015-112326,2015-01-04,2015-01-08,3,PO-19195,Phillina Ober,2,United States,Naperville,Illinois,60540.0,0,OFF-LA-10003223,1,10,Avery 508,0.022700612155837505,0.5714285714285714,0,2
741,CA-2015-112326,2015-01-04,2015-01-08,3,PO-19195,Phillina Ober,2,United States,Naperville,Illinois,60540.0,0,OFF-ST-10002743,1,14,SAFCO Boltless Steel Shelving,0.5450789316699564,0.5714285714285714,0,2
742,CA-2015-112326,2015-01-04,2015-01-08,3,PO-19195,Phillina Ober,2,United States,Naperville,Illinois,60540.0,0,OFF-BI-10004094,1,3,GBC Standard Plastic Binding Systems Combs,0.0061976274457207145,0.5714285714285714,0,2
743,US-2017-146710,2017-08-27,2017-09-01,3,SS-20875,Sung Shariari,0,United States,Dallas,Texas,75220.0,0,OFF-SU-10004498,1,15,Martin-Yale Premier Letter Opener,0.10224483831318838,0.7142857142857142,1,2
744,US-2017-146710,2017-08-27,2017-09-01,3,SS-20875,Sung Shariari,0,United States,Dallas,Texas,75220.0,0,OFF-PA-10002615,1,12,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",0.006173605633915596,0.7142857142857142,1,2
745,US-2017-146710,2017-08-27,2017-09-01,3,SS-20875,Sung Shariari,0,United States,Dallas,Texas,75220.0,0,OFF-PA-10004971,1,12,Xerox 196,0.008367597778783134,0.7142857142857142,1,2
746,US-2017-146710,2017-08-27,2017-09-01,3,SS-20875,Sung Shariari,0,United States,Dallas,Texas,75220.0,0,OFF-SU-10004261,1,15,"Fiskars 8"" Scissors, 2/Pack",0.10954746910194457,0.7142857142857142,1,2
748,CA-2015-124429,2015-05-27,2015-05-27,1,MH-17785,Maya Herman,1,United States,San Diego,California,92105.0,3,OFF-ST-10001809,1,14,Fellowes Officeware Wire Shelving,0.718404311114492,0.0,0,1
749,CA-2017-150889,2017-03-20,2017-03-22,2,PB-19105,Peter Bühler,0,United States,Evanston,Illinois,60201.0,0,TEC-PH-10000004,2,13,Belkin iPhone and iPad Lightning Cable,0.023116990227126235,0.2857142857142857,0,2
750,CA-2018-126074,2018-10-02,2018-10-06,3,RF-19735,Roland Fjeld,0,United States,Trenton,Michigan,48183.0,0,OFF-BI-10003638,1,3,GBC Durable Plastic Covers,0.11531670757047399,0.5714285714285714,0,2
751,CA-2018-126074,2018-10-02,2018-10-06,3,RF-19735,Roland Fjeld,0,United States,Trenton,Michigan,48183.0,0,FUR-FU-10003577,0,9,Nu-Dell Leatherette Frames,0.31487790914150054,0.5714285714285714,0,2
752,CA-2018-126074,2018-10-02,2018-10-06,3,RF-19735,Roland Fjeld,0,United States,Trenton,Michigan,48183.0,0,OFF-AR-10003478,1,2,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",0.11317476268451754,0.5714285714285714,0,2
753,CA-2018-126074,2018-10-02,2018-10-06,3,RF-19735,Roland Fjeld,0,United States,Trenton,Michigan,48183.0,0,OFF-BI-10000546,1,3,Avery Durable Binders,0.004876427796439167,0.5714285714285714,0,2
755,CA-2016-135272,2016-12-07,2016-12-12,3,MS-17830,Melanie Seite,0,United States,Los Angeles,California,90036.0,3,FUR-FU-10002759,0,9,12-1/2 Diameter Round Wall Clock,0.15909645958530347,0.7142857142857142,1,0
756,CA-2017-140928,2017-09-18,2017-09-22,3,NB-18655,Nona Balk,1,United States,Jacksonville,Florida,32216.0,2,FUR-TA-10001095,0,16,Chromcraft Round Conference Tables,0.7666841492074804,0.5714285714285714,0,0
757,CA-2015-106803,2015-12-29,2016-01-02,3,DC-13285,Debra Catini,0,United States,Cottage Grove,Minnesota,55016.0,0,OFF-ST-10002444,1,14,Recycled Eldon Regeneration Jumbo File,0.048275834457687586,0.5714285714285714,0,2
758,CA-2015-106803,2015-12-29,2016-01-02,3,DC-13285,Debra Catini,0,United States,Cottage Grove,Minnesota,55016.0,0,TEC-AC-10001267,2,0,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,0.23892894748431578,0.5714285714285714,0,2
759,CA-2018-117240,2018-07-23,2018-07-28,3,CP-12340,Christine Phan,1,United States,New York City,New York,10009.0,1,OFF-BI-10000848,1,3,Angle-D Ring Binders,0.025391055078010837,0.7142857142857142,1,2
760,CA-2018-133333,2018-09-18,2018-09-22,3,BF-11020,Barry Französisch,1,United States,Green Bay,Wisconsin,54302.0,0,OFF-PA-10002377,1,12,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",0.044592489980902664,0.5714285714285714,0,2
761,CA-2016-112319,2016-08-31,2016-09-05,3,AR-10510,Andrew Roberts,0,United States,Los Angeles,California,90004.0,3,OFF-PA-10003441,1,12,Xerox 226,0.11585719833608918,0.7142857142857142,1,0
762,CA-2018-126046,2018-11-03,2018-11-07,3,JC-16105,Julie Creighton,1,United States,Atlanta,Georgia,30318.0,2,OFF-LA-10004484,1,10,Avery 476,0.023913713651996016,0.5714285714285714,0,0
763,CA-2016-114923,2016-02-08,2016-02-13,3,LH-17020,Lisa Hazard,0,United States,Columbus,Ohio,43229.0,1,TEC-PH-10003931,2,13,JBL Micro Wireless Portable Bluetooth Speaker,0.2152714664915744,0.7142857142857142,1,2
764,CA-2015-162775,2015-01-13,2015-01-15,2,CS-12250,Chris Selesnick,1,United States,Bossier City,Louisiana,71111.0,2,OFF-EN-10001990,1,7,Staple envelope,0.02185184147205663,0.2857142857142857,0,1
765,CA-2015-162775,2015-01-13,2015-01-15,2,CS-12250,Chris Selesnick,1,United States,Bossier City,Louisiana,71111.0,2,OFF-EN-10001532,1,7,Brown Kraft Recycled Envelopes,0.10108378407594096,0.2857142857142857,0,1
767,CA-2015-162775,2015-01-13,2015-01-15,2,CS-12250,Chris Selesnick,1,United States,Bossier City,Louisiana,71111.0,2,OFF-BI-10004187,1,3,3-ring staple pack,0.010401444511616549,0.2857142857142857,0,1
769,CA-2015-106810,2015-05-14,2015-05-20,3,AJ-10795,Anthony Johnson,1,United States,Saint Petersburg,Florida,33710.0,2,FUR-FU-10004306,0,9,Electrix Halogen Magnifier Lamp,0.6214362641278282,0.8571428571428571,1,0
771,CA-2018-104220,2018-01-30,2018-02-05,3,BV-11245,Benjamin Venier,1,United States,Des Moines,Iowa,50315.0,0,OFF-BI-10001036,1,3,Cardinal EasyOpen D-Ring Binders,0.03570441961300862,0.8571428571428571,1,2
772,CA-2018-104220,2018-01-30,2018-02-05,3,BV-11245,Benjamin Venier,1,United States,Des Moines,Iowa,50315.0,0,TEC-PH-10004614,2,13,AT&T 841000 Phone,0.4134874466015142,0.8571428571428571,1,2
773,CA-2018-104220,2018-01-30,2018-02-05,3,BV-11245,Benjamin Venier,1,United States,Des Moines,Iowa,50315.0,0,OFF-BI-10000301,1,3,GBC Instant Report Kit,0.06386999395451069,0.8571428571428571,1,2
774,CA-2018-104220,2018-01-30,2018-02-05,3,BV-11245,Benjamin Venier,1,United States,Des Moines,Iowa,50315.0,0,OFF-BI-10003910,1,3,DXL Angle-View Binders with Locking Rings by Samsill,0.014545207047999584,0.8571428571428571,1,2
775,CA-2018-104220,2018-01-30,2018-02-05,3,BV-11245,Benjamin Venier,1,United States,Des Moines,Iowa,50315.0,0,OFF-AR-10004648,1,2,Boston 19500 Mighty Mite Electric Pencil Sharpener,0.07978444427540206,0.8571428571428571,1,2
776,CA-2018-104220,2018-01-30,2018-02-05,3,BV-11245,Benjamin Venier,1,United States,Des Moines,Iowa,50315.0,0,FUR-FU-10002597,0,9,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",0.06833404731496198,0.8571428571428571,1,2
777,CA-2015-165974,2015-06-29,2015-07-06,3,DL-12865,Dan Lawera,0,United States,Cincinnati,Ohio,45231.0,1,OFF-AR-10003405,1,2,"Dixon My First Ticonderoga Pencil, #2",0.06469073919118559,1.0,1,2
779,CA-2016-144267,2016-08-21,2016-08-23,0,NZ-18565,Nick Zandusky,2,United States,San Francisco,California,94110.0,3,OFF-PA-10000157,1,12,Xerox 191,0.11910014292978024,0.2857142857142857,0,1
780,CA-2016-144267,2016-08-21,2016-08-23,0,NZ-18565,Nick Zandusky,2,United States,San Francisco,California,94110.0,3,OFF-PA-10001947,1,12,Xerox 1974,0.04699467116141457,0.2857142857142857,0,1
781,CA-2016-144267,2016-08-21,2016-08-23,0,NZ-18565,Nick Zandusky,2,United States,San Francisco,California,94110.0,3,OFF-PA-10003657,1,12,Xerox 1927,0.0076789725070363895,0.2857142857142857,0,1
782,US-2016-157014,2016-10-03,2016-10-06,2,BM-11785,Bryan Mills,0,United States,Columbus,Ohio,43229.0,1,OFF-BI-10001098,1,3,Acco D-Ring Binder w/DublLock,0.06330948501239125,0.42857142857142855,0,2
783,US-2016-157014,2016-10-03,2016-10-06,2,BM-11785,Bryan Mills,0,United States,Columbus,Ohio,43229.0,1,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,0.0471548165734487,0.42857142857142855,0,2
784,US-2016-157014,2016-10-03,2016-10-06,2,BM-11785,Bryan Mills,0,United States,Columbus,Ohio,43229.0,1,FUR-BO-10004409,0,4,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",0.07015570137685019,0.42857142857142855,0,2
785,US-2016-157014,2016-10-03,2016-10-06,2,BM-11785,Bryan Mills,0,United States,Columbus,Ohio,43229.0,1,TEC-AC-10000057,2,0,Microsoft Natural Ergonomic Keyboard 4000,0.09516641110127996,0.42857142857142855,0,2
786,CA-2016-154921,2016-05-23,2016-05-28,3,EA-14035,Erin Ashbrook,1,United States,Columbia,South Carolina,29203.0,2,OFF-EN-10000056,1,7,Cameo Buff Policy Envelopes,0.3728305301213502,0.7142857142857142,1,0
787,CA-2018-129567,2018-03-17,2018-03-21,2,CL-12565,Clay Ludtke,0,United States,Lancaster,California,93534.0,3,OFF-BI-10000014,1,3,Heavy-Duty E-Z-D Binders,0.034054921869057106,0.5714285714285714,0,0
788,CA-2016-154620,2016-12-12,2016-12-16,3,LT-17110,Liz Thompson,0,United States,Lancaster,California,93534.0,3,FUR-CH-10004675,0,5,"Lifetime Advantage Folding Chairs, 4/Carton",0.697601422091259,0.5714285714285714,0,0
789,CA-2016-115938,2016-06-26,2016-06-30,3,SA-20830,Sue Ann Reed,0,United States,Richmond,Virginia,23223.0,2,OFF-BI-10001543,1,3,GBC VeloBinder Manual Binding System,0.28729286191862213,0.5714285714285714,0,0
790,CA-2016-115938,2016-06-26,2016-06-30,3,SA-20830,Sue Ann Reed,0,United States,Richmond,Virginia,23223.0,2,OFF-ST-10001321,1,14,"Decoflex Hanging Personal Folder File, Blue",0.029979221132788576,0.5714285714285714,0,0
791,CA-2016-115938,2016-06-26,2016-06-30,3,SA-20830,Sue Ann Reed,0,United States,Richmond,Virginia,23223.0,2,OFF-BI-10001132,1,3,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",0.08526942463757091,0.5714285714285714,0,0
792,CA-2016-115938,2016-06-26,2016-06-30,3,SA-20830,Sue Ann Reed,0,United States,Richmond,Virginia,23223.0,2,FUR-CH-10003199,0,5,Office Star - Contemporary Task Swivel Chair,0.6655963614962387,0.5714285714285714,0,0
794,CA-2015-156433,2015-09-20,2015-09-26,3,ES-14020,Erica Smith,0,United States,San Francisco,California,94110.0,3,OFF-LA-10001569,1,10,Avery 499,0.01904929676145941,0.8571428571428571,1,0
795,CA-2015-156433,2015-09-20,2015-09-26,3,ES-14020,Erica Smith,0,United States,San Francisco,California,94110.0,3,OFF-PA-10003724,1,12,"Wirebound Message Book, 4 per Page",0.04259067233047607,0.8571428571428571,1,0
796,CA-2018-151428,2018-09-21,2018-09-26,3,RH-19495,Rick Hansen,0,United States,Rochester,Minnesota,55901.0,0,OFF-BI-10000546,1,3,Avery Durable Binders,0.039467836795810604,0.7142857142857142,1,2
797,CA-2016-124653,2016-12-24,2016-12-26,0,DB-13120,David Bremer,1,United States,Rochester,New York,14609.0,1,OFF-PA-10000176,1,12,Xerox 1887,0.26493255876335714,0.2857142857142857,0,1
798,CA-2016-124653,2016-12-24,2016-12-26,0,DB-13120,David Bremer,1,United States,Rochester,New York,14609.0,1,OFF-PA-10002365,1,12,Xerox 1967,0.02505474971273917,0.2857142857142857,0,1
799,CA-2016-124653,2016-12-24,2016-12-26,0,DB-13120,David Bremer,1,United States,Rochester,New York,14609.0,1,OFF-LA-10002271,1,10,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,0.04227038150640782,0.2857142857142857,0,1
800,CA-2016-101910,2016-11-27,2016-12-03,3,CD-11920,Carlos Daly,0,United States,Lake Elsinore,California,92530.0,3,FUR-CH-10002647,0,5,"Situations Contoured Folding Chairs, 4/Set",0.5674672602723274,0.8571428571428571,1,0
801,CA-2018-105809,2018-02-20,2018-02-23,0,HW-14935,Helen Wasserman,1,United States,San Diego,California,92105.0,3,FUR-FU-10004090,0,9,"Executive Impressions 14"" Contract Wall Clock",0.043611599332193635,0.42857142857142855,0,1
802,CA-2018-105809,2018-02-20,2018-02-23,0,HW-14935,Helen Wasserman,1,United States,San Diego,California,92105.0,3,TEC-PH-10001580,2,13,Logitech Mobile Speakerphone P710e - speaker phone,0.43143974729053985,0.42857142857142855,0,1
803,CA-2017-136133,2017-08-18,2017-08-23,2,HW-14935,Helen Wasserman,1,United States,New York City,New York,10024.0,1,OFF-AP-10000576,1,1,Belkin 7 Outlet SurgeMaster II,0.7103970405127856,0.7142857142857142,1,2
804,CA-2017-115504,2017-03-12,2017-03-17,3,MC-18130,Mike Caudle,1,United States,Monroe,Louisiana,71203.0,2,OFF-PA-10003953,1,12,Xerox 218,0.02505474971273917,0.7142857142857142,1,0
805,CA-2018-135783,2018-04-22,2018-04-24,0,GM-14440,Gary McGarr,0,United States,San Francisco,California,94122.0,3,FUR-FU-10000794,0,9,"Eldon Stackable Tray, Side-Load, Legal, Smoke",0.03570441961300862,0.2857142857142857,0,1
806,CA-2015-134313,2015-11-01,2015-11-07,3,RA-19915,Russell Applegate,0,United States,Denver,Colorado,80219.0,3,OFF-AR-10001897,1,2,Model L Table or Wall-Mount Pencil Sharpener,0.08554167183802894,0.8571428571428571,1,0
808,CA-2016-140921,2016-02-03,2016-02-05,0,AA-10375,Allen Armold,0,United States,Omaha,Nebraska,68104.0,0,FUR-FU-10003347,0,9,Coloredge Poster Frame,0.05596281423532568,0.2857142857142857,0,1
809,CA-2016-140921,2016-02-03,2016-02-05,0,AA-10375,Allen Armold,0,United States,Omaha,Nebraska,68104.0,0,TEC-AC-10004901,2,0,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,0.29932378599768594,0.2857142857142857,0,1
810,CA-2015-151995,2015-10-13,2015-10-15,0,ZC-21910,Zuschuss Carroll,0,United States,Edmonds,Washington,98026.0,3,OFF-AR-10003190,1,2,Newell 32,0.022172132296124886,0.2857142857142857,0,1
812,CA-2015-151995,2015-10-13,2015-10-15,0,ZC-21910,Zuschuss Carroll,0,United States,Edmonds,Washington,98026.0,3,OFF-AP-10000240,1,1,Belkin F9G930V10-GRY 9 Outlet Surge,0.4273400247424662,0.2857142857142857,0,1
813,CA-2015-151995,2015-10-13,2015-10-15,0,ZC-21910,Zuschuss Carroll,0,United States,Edmonds,Washington,98026.0,3,TEC-AC-10001101,2,0,Sony 16GB Class 10 Micro SDHC R40 Memory Card,0.050718051991208025,0.2857142857142857,0,1
814,CA-2018-143686,2018-05-14,2018-05-14,1,PJ-19015,Pauline Johnson,0,United States,Santa Ana,California,92704.0,3,FUR-FU-10000794,0,9,"Eldon Stackable Tray, Side-Load, Legal, Smoke",0.03570441961300862,0.0,0,1
816,CA-2016-106565,2016-03-20,2016-03-23,0,BW-11110,Bart Watters,1,United States,Milwaukee,Wisconsin,53209.0,0,OFF-PA-10000061,1,12,Xerox 205,0.10288541996132489,0.42857142857142855,0,1
817,CA-2017-149370,2017-09-15,2017-09-19,3,DB-13210,Dean Braden,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-PA-10003651,1,12,Xerox 1968,0.009808906487090279,0.5714285714285714,0,2
818,CA-2015-140858,2015-06-28,2015-07-02,3,CA-12775,Cynthia Arntzen,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-PA-10000304,1,12,Xerox 1995,0.08213057456170203,0.5714285714285714,0,2
819,CA-2015-140858,2015-06-28,2015-07-02,3,CA-12775,Cynthia Arntzen,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-BI-10003094,1,3,Self-Adhesive Ring Binder Labels,0.0054529512797620245,0.5714285714285714,0,2
821,CA-2015-140858,2015-06-28,2015-07-02,3,CA-12775,Cynthia Arntzen,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-BI-10004230,1,3,GBC Recycled Grain Textured Covers,0.06133969644437149,0.5714285714285714,0,2
822,CA-2015-140858,2015-06-28,2015-07-02,3,CA-12775,Cynthia Arntzen,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-PA-10003395,1,12,Xerox 1941,0.6707610510343393,0.5714285714285714,0,2
823,CA-2018-101434,2018-06-20,2018-06-27,3,TR-21325,Toby Ritter,0,United States,Belleville,New Jersey,7109.0,1,TEC-AC-10002402,2,0,Razer Kraken PRO Over Ear PC and Music Headset,0.4794873745360788,1.0,1,2
824,CA-2018-101434,2018-06-20,2018-06-27,3,TR-21325,Toby Ritter,0,United States,Belleville,New Jersey,7109.0,1,OFF-LA-10003223,1,10,Avery 508,0.018769042290399687,1.0,1,2
825,US-2015-102071,2015-05-09,2015-05-15,3,PG-18820,Patrick Gardner,0,United States,San Francisco,California,94110.0,3,TEC-AC-10003441,2,0,Kingston Digital DataTraveler 32GB USB 2.0,0.13483442966213324,0.8571428571428571,1,0
826,US-2015-102071,2015-05-09,2015-05-15,3,PG-18820,Patrick Gardner,0,United States,San Francisco,California,94110.0,3,TEC-AC-10000109,2,0,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,0.3353565037053645,0.8571428571428571,1,0
827,CA-2018-126956,2018-08-21,2018-08-28,3,GT-14710,Greg Tran,0,United States,Lakeville,Minnesota,55044.0,0,OFF-FA-10002280,1,8,Advantus Plastic Paper Clips,0.06917481072814115,1.0,1,2
828,CA-2018-126956,2018-08-21,2018-08-28,3,GT-14710,Greg Tran,0,United States,Lakeville,Minnesota,55044.0,0,OFF-SU-10000381,1,15,Acme Forged Steel Scissors with Black Enamel Handles,0.07365888226509672,1.0,1,2
829,CA-2018-126956,2018-08-21,2018-08-28,3,GT-14710,Greg Tran,0,United States,Lakeville,Minnesota,55044.0,0,OFF-EN-10004459,1,7,Security-Tint Envelopes,0.029698966661728853,1.0,1,2
830,CA-2018-129462,2018-06-16,2018-06-21,2,JE-15745,Joel Eaton,0,United States,Florence,Kentucky,41042.0,2,FUR-CH-10000665,0,5,"Global Airflow Leather Mesh Back Chair, Black",0.6035800506860229,0.7142857142857142,1,0
831,CA-2018-129462,2018-06-16,2018-06-21,2,JE-15745,Joel Eaton,0,United States,Florence,Kentucky,41042.0,2,OFF-AP-10003884,1,1,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",0.3607595696892779,0.7142857142857142,1,0
832,CA-2018-129462,2018-06-16,2018-06-21,2,JE-15745,Joel Eaton,0,United States,Florence,Kentucky,41042.0,2,TEC-PH-10001557,2,13,Pyle PMP37LED,0.38342014549210685,0.7142857142857142,1,0
833,CA-2018-129462,2018-06-16,2018-06-21,2,JE-15745,Joel Eaton,0,United States,Florence,Kentucky,41042.0,2,TEC-PH-10002085,2,13,Clarity 53712,0.1312111397148611,0.7142857142857142,1,0
834,CA-2017-165316,2017-07-23,2017-07-27,3,JB-15400,Jennifer Braxton,1,United States,Tampa,Florida,33614.0,2,OFF-AR-10002956,1,2,Boston 16801 Nautilus Battery Pencil Sharpener,0.06960720334063329,0.5714285714285714,0,0
835,CA-2017-165316,2017-07-23,2017-07-27,3,JB-15400,Jennifer Braxton,1,United States,Tampa,Florida,33614.0,2,OFF-AP-10003266,1,1,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.04654626400771902,0.5714285714285714,0,0
836,CA-2017-165316,2017-07-23,2017-07-27,3,JB-15400,Jennifer Braxton,1,United States,Tampa,Florida,33614.0,2,TEC-MA-10004002,2,11,Zebra GX420t Direct Thermal/Thermal Transfer Printer,0.530543733710209,0.5714285714285714,0,0
837,US-2015-115987,2015-09-08,2015-09-13,2,LH-17020,Lisa Hazard,0,United States,Tyler,Texas,75701.0,0,OFF-BI-10001071,1,3,GBC ProClick Punch Binding System,0.10157222758264504,0.7142857142857142,1,2
838,US-2018-156083,2018-11-04,2018-11-11,3,JL-15175,James Lanier,2,United States,Columbia,Tennessee,38401.0,2,OFF-PA-10001560,1,12,"Adams Telephone Message Books, 5 1/4” x 11”",0.018456758736933136,1.0,1,0
839,US-2017-137547,2017-03-07,2017-03-12,3,EB-13705,Ed Braxton,1,United States,Fort Worth,Texas,76106.0,0,TEC-PH-10002365,2,13,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,0.04129349449299965,0.7142857142857142,1,2
840,CA-2016-100454,2016-11-20,2016-11-25,3,BM-11650,Brian Moss,1,United States,New York City,New York,10035.0,1,OFF-AR-10004648,1,2,Boston 19500 Mighty Mite Electric Pencil Sharpener,0.1201210699314978,0.7142857142857142,1,2
841,CA-2016-100454,2016-11-20,2016-11-25,3,BM-11650,Brian Moss,1,United States,New York City,New York,10035.0,1,OFF-AR-10002578,1,2,Newell 335,0.022172132296124886,0.7142857142857142,1,2
842,CA-2016-100454,2016-11-20,2016-11-25,3,BM-11650,Brian Moss,1,United States,New York City,New York,10035.0,1,FUR-BO-10001519,0,4,O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.3715453631897764,0.7142857142857142,1,2
843,CA-2017-161669,2017-11-07,2017-11-09,0,EM-14095,Eudokia Martin,1,United States,Los Angeles,California,90036.0,3,OFF-BI-10001294,1,3,Fellowes Binding Cases,0.07405924579518203,0.2857142857142857,0,1
844,CA-2017-161669,2017-11-07,2017-11-09,0,EM-14095,Eudokia Martin,1,United States,Los Angeles,California,90036.0,3,OFF-BI-10001636,1,3,Ibico Plastic and Wire Spiral Binding Combs,0.05311222590111822,0.2857142857142857,0,1
845,CA-2017-161669,2017-11-07,2017-11-09,0,EM-14095,Eudokia Martin,1,United States,Los Angeles,California,90036.0,3,OFF-SU-10002503,1,15,Acme Preferred Stainless Steel Scissors,0.02185184147205663,0.2857142857142857,0,1
846,CA-2017-161669,2017-11-07,2017-11-09,0,EM-14095,Eudokia Martin,1,United States,Los Angeles,California,90036.0,3,OFF-LA-10004093,1,10,Avery 486,0.028377767012447305,0.2857142857142857,0,1
847,CA-2016-114300,2016-10-13,2016-10-17,3,AF-10885,Art Foster,0,United States,Louisville,Kentucky,40214.0,2,TEC-PH-10001552,2,13,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,0.1667033666569245,0.5714285714285714,0,0
